Time,CppFile,Type,System,Duration,Header6,Header7,Header8,Header9,Header10,Header11,Header12
0.024605,LevelState.c,L_string,Level Start,,,,,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11512,L_TeamEnemy,-5006.67,1522.95,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11514,L_TeamEnemy,-4381.65,-620.789,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11516,L_TeamEnemy,1339.74,2598.03,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11520,L_TeamEnemy,2803.67,-1310.28,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11522,L_TeamEnemy,1120.37,-5794.9,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11524,L_TeamEnemy,-2243.2,-4437.39,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11526,L_TeamEnemy,4161.54,-956.324,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11532,L_TeamEnemy,3516.45,-2368.2,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11535,L_TeamEnemy,1320.87,-3698.3,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11537,L_TeamEnemy,-3723.69,-4363.94,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11539,L_TeamEnemy,1456.18,4042.84,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyStation,11541,L_TeamEnemy,3347.7,102.096,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11544,L_TeamEnemy,-5271.54,-1542.86,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11546,L_TeamEnemy,-5461.81,-1226.06,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyCapitalShip,11548,L_TeamEnemy,-5235.37,-1232.71,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11554,L_TeamEnemy,-5507.31,-1506.02,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11556,L_TeamEnemy,-5386.98,-1463.08,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11558,L_TeamEnemy,-5158.94,-1171.9,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11560,L_TeamEnemy,-5253.51,-1439.42,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11562,L_TeamEnemy,-5312.13,-1425.57,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11564,L_TeamEnemy,-5427.05,-1413.67,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11566,L_TeamEnemy,-5543.99,-1334.54,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11568,L_TeamEnemy,-5519.05,-1389.62,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11570,L_TeamEnemy,-5250.27,-1486.93,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11572,L_TeamEnemy,-5235.24,-1183.84,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11574,L_TeamEnemy,-5540.18,-1506.05,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11576,L_TeamEnemy,-5252.32,-1381.83,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11578,L_TeamEnemy,-5392.54,-1357.42,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11580,L_TeamEnemy,-5199.2,-1322.02,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11582,L_TeamEnemy,-5207.49,-1169.36,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11584,L_TeamEnemy,-5222.21,-1313.99,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11586,L_TeamEnemy,-5499.51,-1285.96,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11588,L_TeamEnemy,-5497.84,-1403.56,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11590,L_TeamEnemy,-5220.41,-1222.36,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemySimple,11592,L_TeamEnemy,-5196.16,-1283.45,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11594,L_TeamEnemy,3327.75,130.55,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11596,L_TeamEnemy,3427.2,153.646,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11598,L_TeamEnemy,3157.69,205.453,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11600,L_TeamEnemy,3410.54,-96.3539,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11602,L_TeamEnemy,3467.56,228.646,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11604,L_TeamEnemy,3269.43,229.024,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11606,L_TeamEnemy,3315.57,109.957,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11608,L_TeamEnemy,3280.05,57.0396,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11610,L_TeamEnemy,3205.94,301.998,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11612,L_TeamEnemy,3250.2,67.9771,,,,
0.024605,LevelGenNormal.c,L_spawn,EnemyBerserker,11614,L_TeamEnemy,3433.45,276.51,,,,
